,mu1_t,var1_t,mu2_t,var2_t,a_t
a,51.39510289538707,0.480592893363466,24.80573276278044,0.5677922125252626,0.7232247666739947
b,0.03152222099717543,347.3437819990163,0.17660152511168825,1180.1704680051087,1.0471138312414119
