mu1_t	var1_t	n1_t	p1_t	mu2_t	var2_t	n2_t	p2_t	a_t	CDF_1_idx_0	CDF_1_idx_1	CDF_1_idx_2	CDF_1_idx_3	CDF_1_idx_4	CDF_1_idx_5	CDF_1_idx_6	CDF_1_idx_7	CDF_1_idx_8	CDF_1_idx_9	CDF_1_idx_10	CDF_1_idx_11	CDF_1_idx_12	CDF_1_idx_13	CDF_1_idx_14	CDF_1_idx_15	CDF_1_idx_16	CDF_1_idx_17	CDF_1_idx_18	CDF_1_idx_19	CDF_2_idx_0	CDF_2_idx_1	CDF_2_idx_2	CDF_2_idx_3	CDF_2_idx_4	CDF_2_idx_5	CDF_2_idx_6	CDF_2_idx_7	CDF_2_idx_8	CDF_2_idx_9	CDF_2_idx_10	CDF_2_idx_11	CDF_2_idx_12	CDF_2_idx_13	CDF_2_idx_14	CDF_2_idx_15	CDF_2_idx_16	CDF_2_idx_17	CDF_2_idx_18	CDF_2_idx_19
1.789623176492876	2.229530147973678	7.280519113073938	0.8026907275146675	2.603833791814101	12.382991008940852	0.6933062087926058	0.21027502886290259	0.5110434077198678	0.3633250425280676	0.6601294847033388	0.9331617573032105	0.9989328376615938	0.9999999483774489	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.28108013237588236	0.46901680139286306	0.699421100812599	0.8971195832239724	0.9866786860274304	0.9997446502118553	0.9999998896318917	0.9999999999999756	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.0236058573104287	1.5591522779807008	1.956448424786156	0.6565143583256202	2.2334560127346648	3.472257922456758	4.026733993282011	0.6432287182037466	0.755660734665716	0.5258341329993238	0.7928257788917394	0.9652480835472242	0.9992346566911228	0.9999997450809032	0.9999999999999827	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2925312732030633	0.5548432365627749	0.8606769504769096	0.9919991102050953	0.9999897807055241	0.9999999999957169	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999
0.9315878358330456	1.2509402184481633	2.7175494629643464	0.744710116514372	1.5259367926961571	1.5695379093293436	53.404207853051616	0.9722204118970169	0.48415552482514207	0.5650342546936611	0.8331579167633546	0.9800733354444122	0.9998112465153979	0.9999999911244589	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.42361699538461883	0.7437287877431165	0.9722893419047378	0.9999372964899771	0.9999999999925288	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.9316030988852665	2.15530821413712	0.7092266944344763	0.4322366020667883	2.090118059096761	5.644372685345315	1.229116639168133	0.3703012142559985	0.5767842941696563	0.49539900646765267	0.7357756097367637	0.9239141908915385	0.9931425685984033	0.9999372396991886	0.9999999938938731	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3237362838714275	0.5509460690296925	0.8074752200760179	0.9664358879451275	0.9990605429885627	0.9999993403244715	0.9999999999997146	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999
3.838762795445342	3.902724946240088	230.3878092996487	0.9836108996468307	6.350086710619043	12.117625907336585	6.991474155100636	0.5240371966570118	0.21356619517784928	0.08577350021086923	0.24841026481992912	0.6523263824786725	0.9817802139452876	0.9999990578316877	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0367142423731204	0.10653820434008038	0.32456585894520074	0.7571199050194448	0.9903566699832326	0.999998167161421	0.9999999999999962	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998
2.2074080130789477	8.139302954211674	0.8214323052853478	0.2712035693347336	6.4961802575646	7.095840156795625	70.37382021523824	0.9154913461999653	0.9670269166649618	0.3116622798996742	0.5185208506535424	0.7590241042531682	0.9371222747639815	0.9954451064831773	0.9999740505247647	0.999999999070849	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.01193013225434989	0.04790965420052151	0.2349725995502365	0.7839350212118777	0.9991744613836727	0.9999999999922021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.7294969843493155	1.778916121344415	0.5071051512349452	0.4100794723238545	1.2034787098771638	1.5793060913072268	3.853793195206894	0.7620300564287811	0.028122804553809437	0.5234427174061016	0.7561319188697485	0.93018109660672	0.993371724195095	0.9999266131919801	0.999999988386104	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4957046471478897	0.7819881818809734	0.9691252783238306	0.9996537829059885	0.9999999835146998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.8562988329182308	3.968704971873529	1.6312418779457571	0.4677341465475367	3.2369518448205072	4.14867872416656	11.492320214582525	0.7802368079178722	0.8728870488603823	0.35382450015915035	0.601593680696138	0.8595949477607652	0.9849459250665631	0.9998627327241657	0.999999991612768	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.15474649742339278	0.36716331343172237	0.7442738567094817	0.9838012409708007	0.9999918181039307	0.9999999999999366	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.4480167792505398	1.6051489334100262	13.34387989655472	0.9021074301026571	2.124456262123946	2.3577484954154384	19.34618373702301	0.9010529605913773	0.8757337280491261	0.44221392788244873	0.7526833199389196	0.9703070154881965	0.9998740131063752	0.9999999998038948	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.29422795620553815	0.5903970289857878	0.9141764485494328	0.9989653092823739	0.999999990905592	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.08014271918094973	1.41332112656655	0.0048177013685002336	0.05670524389290377	1.5254598934012789	1.6253221252384524	23.302382127510274	0.9385584984745576	0.6313233932537273	0.3264198704547814	0.4811166560799117	0.647735675540169	0.8017226975147548	0.9177659413611025	0.9800684656313271	0.9982183353785853	0.9999766444688982	0.9999999929663793	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.42328386827759074	0.739302281234085	0.9692271490349214	0.9998977000224114	0.9999999999475372	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
