#OTU ID	C002	C003	C007	C010	C011	C012	C018	C021	C024	C042	C048	C052	C054	K100	K105	K106	K108	K113	K119	K124	K125	K301	K304	K306	K309	K316	S010	S020	S030	S050	S080	S100	S110	S120	S130	S150	S180	S200	S210	S220	S240	S260	S280	S290	S320	S330	Y1	Y10	Y11	Y12	Y13	Y14	Y15	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9
C048_152478	11	0	6	0	1	0	8	0	0	0	1	0	7	0	0	0	1	0	42	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	151	0	11	29	3	1	0	0	12	0	19	0	1	0	0	18	0	0	0	4	0	0	0	0	0	0
C010_27233	1	0	0	28	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	56	0	21	30	12	1	0	0	1137	15	3	3	0	330	43	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
C007_127794	1	0	75	1	8	48	7	0	0	0	4	0	108	0	0	0	0	0	5	0	0	0	0	1	2	0	0	16	8	64	0	4	123	9	1	0	1	124	66	60	25	0	25	262	1	107	2	0	1	21	0	0	0	0	44	0	0	1	0	0	0
C007_146098	8	0	63	43	20	110	15	0	0	17	165	1	56	0	0	1	4	0	332	1	0	1	1	2	15	20	7	4	27	104	431	84	134	40	113	3	22	63	90	174	57	0	196	35	0	22	1	7	0	76	8	0	9	0	2	3	1	9	1	0	1
Y15_22624	7	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0
C048_71518	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
S080_41025	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	2	2	4	2	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	1	0	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	2	3
K316_11690	1	0	1	0	10	0	177	0	63	251	28	573	270	31	0	0	87	0	2	0	44	0	0	35	21	11	37	0	13	218	3120	0	45	4	2	0	29	11	1	32	5	11	134	0	0	2	0	0	499	0	0	0	283	7	8	201	0	0	51	7	0
K108_47400	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C007_165913	1	0	13	43	3	3	2	0	0	0	0	0	1	0	0	0	0	3	6	0	0	0	0	1	2	10	1	0	0	15	2	0	0	0	0	0	0	0	0	4	0	23	0	21	0	1	1	0	0	0	4	0	0	0	1	2	1	15	0	5	1
C012_48217	1	0	0	0	0	551	0	1	0	0	0	0	320	0	0	0	0	0	90	0	0	2	0	0	0	0	2	0	389	0	0	116	1786	0	0	1	8	30	2	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C021_130851	2	0	0	0	0	22	0	6	0	0	0	0	0	0	7	0	1	0	0	0	0	4	1	0	0	0	0	20	2	0	0	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	4	45	0
Y12_68767	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	1	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	7	74	0	0	0	0	0	0	0	0	0	1
C002_60174	5	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K309_76890	2	0	0	0	0	9	0	1	117	10	67	2	0	20	2	0	0	0	1	0	1	0	0	0	826	0	1	1	5	91	0	0	140	59	1	0	9	1	0	3	1	0	2242	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0
C007_51782	2	0	3	0	6	169	1	0	0	45	9	0	5	0	0	0	0	0	2	0	2	2	1	4	0	1	1	1	1	8	9	3	35	31	1	4	22	13	5	6	1	0	18	0	0	21	1	3	19	5	2	0	5	2	0	0	0	0	0	0	1
C011_140252	2	7	10	0	15	0	2	31	0	2	1	26	192	4	11	17	14	18	1	3	489	55	15	19	8	99	3	0	0	0	14	0	1	0	12	26	82	0	0	0	7	7	1	0	3	39	0	27	85	147	32	13	16	6	0	2	2	1	16	26	17
C011_109270	1	3	13	0	9	56	38	0	0	0	32	0	0	0	0	0	2	2	11	0	0	1	2	1	0	0	0	4	1	8	4	0	0	1	80	5	1	2	19	48	1	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	28	0	0	0	0
C010_56390	2	0	9	303	66	50	0	215	1	1	149	0	3	0	1	243	237	191	388	18	0	0	56	5	5	4	34	4	2022	4	20	7	244	0	34	208	24	1	0	28	176	2	42	0	15	8	2	1	4	0	18	34	3	104	15	1	13	123	1	108	3
S330_13781	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	2	1	0	0	0	1	0	4	1	0	0	0	0	0	0	0
C002_76238	3	0	0	0	0	0	0	0	0	0	4	2	0	1	0	1	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	5	0	0	0	0	0	2	0	0	1	2	0	2	0	0	0	0	0	0	2	0
C052_7547	1	0	0	0	0	0	1	0	1	0	0	28	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	4	0	0	0	0	0	44	0	4	0	8	7	0	2	0	0	0	2	0	0	0
C007_288286	1	14	4	18	315	215	470	18	67	103	229	7	1	1	10	11	24	1	20	13	4	101	21	8	118	101	46	15	48	166	48	210	773	0	10	0	64	18	31	87	68	32	101	59	6	2	13	87	0	16	11	0	141	11	29	2	156	23	43	2	41
K309_157043	2	0	2	1	9	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	2	2	0	0	0	0	4	0	1	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
C003_195532	1	80	0	2	3	0	8	29	71	69	19	1	0	38	9	84	7	10	0	6	0	188	144	0	0	40	12	1	1	1	24	189	3	0	0	2	1	9	4	9	1	5	3	0	1	7	61	81	133	0	0	1	63	22	2	4	0	34	60	0	1
Y9_14794	4	2	9	1	0	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	5	0	0	1	0	0	0	0	16
C010_108437	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	2	0	0	0	0	4	0	0	2	0	1	0	0	3	0	0	0	1	0	2	0	0	4	0	2	4	0	0
C003_16463	1	137	3	266	1	391	0	21	4	0	0	0	1	0	396	2	0	589	0	0	1	0	5	655	0	601	488	0	0	1	0	224	0	759	1	2	0	69	0	1	0	1233	3	0	0	0	0	0	0	0	1	0	0	0	0	2	1466	0	0	0	0
K306_23750	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C002_115793	2	0	4	19	0	1	6	1	0	5	5	0	3	0	0	1	3	2	10	4	0	0	0	7	5	24	1	3	2	7	4	1	2	0	1	3	1	3	0	4	1	1	0	0	0	0	0	0	0	2	1	0	2	1	0	0	1	0	0	6	0
S130_7984	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	7	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_247548	1	0	0	2	572	0	0	1	0	0	0	2	0	0	0	0	71	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S280_9126	1	0	4	0	0	16	0	4	0	0	1	0	0	0	0	2	2	4	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Y13_4801	4	0	4	0	7	12	3	0	0	2	1	3	5	0	0	0	2	0	1	0	13	0	0	9	0	2	1	0	1	1	1	2	0	0	2	5	10	0	3	0	14	0	2	12	0	0	7	0	0	26	13	0	2	0	2	1	2	0	0	0	12
C007_38175	2	1	15	3	9	13	1	0	0	30	12	0	1	0	0	0	0	0	3	1	8	2	0	1	3	3	0	1	27	37	37	4	11	29	0	1	70	4	6	14	1	1	39	3	0	2	0	1	8	16	2	0	2	0	0	0	1	1	0	1	0
C003_289507	2	2	2	1	0	0	3	0	0	2	2	1	0	0	0	1	4	12	0	0	0	1	1	1	0	0	0	4	1	0	3	1	0	0	3	8	0	2	1	1	0	0	0	0	0	1	0	2	0	0	1	0	0	6	0	0	0	0	0	0	0
C012_34382	1	0	0	0	0	40	59	0	0	185	0	0	0	0	1	1	17	0	150	0	0	0	0	0	0	0	1	0	164	321	0	0	8	1	1	0	0	10	0	110	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_106505	1	2	0	5	9	0	1	2	2	0	2	1	3	0	0	2	0	2	0	1	0	0	0	1	2	0	0	1	2	0	3	2	1	3	4	3	0	3	1	4	0	0	4	0	0	2	0	1	0	6	0	0	0	0	0	0	4	0	0	0	0
C024_150842	1	0	0	0	1	12	0	1	4	0	1	0	0	0	5	9	3	5	7	2	0	0	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	7	1
Y9_9276	1	7	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	0	3	0	0	0	0	0	0	0	1	3
C010_210422	1	0	0	1	0	8	0	88	160	0	0	75	0	0	2	56	90	1	0	0	0	0	102	510	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
C052_115496	3	1	6	0	1	0	5	4	1	0	1	1	2	0	0	2	0	4	5	4	2	10	0	0	1	4	4	1	0	4	1	1	4	1	1	7	9	6	0	4	0	17	0	5	0	1	0	1	1	1	2	0	5	4	2	1	6	2	5	1	5
C007_53914	1	50	73	0	44	0	22	52	0	33	28	0	0	76	157	96	89	66	1	328	3	103	94	1	0	52	71	47	56	0	83	0	0	0	1	38	188	0	114	4	1	104	7	0	85	0	0	59	0	0	1	90	32	50	0	3	22	111	51	39	17
K108_33232	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_37199	1	131	0	23	0	0	0	16	0	2	0	0	0	0	135	71	1	5	3	0	0	0	0	0	1	0	3	5	1	0	0	0	24	0	0	0	0	71	0	0	0	1	0	89	0	0	0	0	0	3	0	1	77	243	0	0	0	0	0	1	0
S210_19742	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K304_37234	1	1	0	0	1	0	0	0	1	0	0	2	0	0	2	2	7	0	1	0	0	3	9	1	1	0	0	8	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	1	0	0	4	0	0	5
C010_61543	1	0	0	11	0	0	0	1	34	18	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	3	0	9	5	1	0	1	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K306_52418	1	5	0	0	1	0	0	1	4	0	0	0	0	10	0	3	0	0	0	0	0	3	0	5	0	0	0	1	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1	1	0	0	0	2	0	0	0
C003_195629	0	54	13	84	522	0	1	59	0	228	184	31	0	0	70	23	153	2	2	102	0	0	20	1	2	0	438	185	147	0	414	0	99	605	0	0	1	130	2	56	0	0	163	82	0	0	0	0	0	0	0	0	267	3	0	0	0	0	0	2	0
C021_203746	0	19	6	0	21	15	13	62	29	15	0	41	0	0	120	0	48	21	24	253	0	0	161	20	18	2	0	182	21	0	0	35	0	0	0	0	3	43	0	2	0	206	2	0	12	0	46	22	0	0	0	24	1	70	38	1	15	1	6	291	1
C003_323896	0	255	0	0	228	0	55	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	653	390	178	1	0	0	0	0	0	0	21	1091	554	0	1	0	0	221	516	0	0	0	0	303	573	461	1138	4	0	0	8	552	17	86	2	125	0	0
K108_131400	0	195	0	0	0	0	0	46	0	0	0	33	0	0	0	73	179	0	2	0	0	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_111868	0	30	0	253	0	0	0	36	0	1	15	24	0	0	130	14	43	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	6	0	0
C003_331755	0	379	974	53	450	50	114	129	266	170	16	425	565	204	433	433	315	1421	108	72	95	573	136	787	92	158	57	961	206	866	429	92	143	554	119	56	1101	46	57	417	37	98	194	118	67	86	251	0	399	86	47	13	1558	154	49	3562	725	2112	624	123	1156
C003_44536	0	3	0	0	0	0	0	4	0	3	1	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C003_126319	0	328	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	75	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	21	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	24	1	352	0	4	0	0	0	1	0
C003_252247	0	348	165	841	4	479	0	75	237	99	23	15	315	326	591	41	316	0	219	989	0	0	2	12	531	355	929	44	125	210	216	171	14	1064	31	1478	1	4145	361	1815	134	803	109	2501	1	180	743	318	1	229	79	199	297	36	674	1156	200	438	267	995	80
C003_25637	0	144	99	59	0	125	0	62	39	4	0	163	0	0	21	162	120	216	18	17	19	27	68	68	82	0	32	0	17	147	43	65	337	78	0	0	147	21	48	81	20	13	1	8	0	17	35	172	0	35	112	0	142	188	1	1	174	105	13	29	263
C003_245393	0	557	1058	121	369	312	167	328	733	568	823	299	3601	795	645	637	171	299	550	60	153	1308	62	653	355	104	5	663	717	854	40	305	1556	1113	144	14	437	54	409	359	42	19	284	153	52	145	979	272	1927	141	280	24	1180	218	789	2830	3146	904	2733	81	2827
C003_405280	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	145	236	1	0	1	0	0	118	0	0	1	0	229	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C003_262422	0	113	0	0	0	46	0	5	1	0	0	22	0	1	30	1	205	44	0	6	138	0	16	0	0	0	6	0	0	81	0	42	0	4	14	0	0	56	0	0	0	0	7	0	7	68	0	1	0	0	0	0	0	0	0	0	0	82	0	8	151
C003_377263	0	244	1	2090	1263	0	1106	1	4	143	38	61	1693	0	543	122	215	149	2325	172	171	595	84	70	3	1628	24	352	476	668	574	99	904	2555	3651	29	1199	52	1039	910	31	504	1906	1	1	272	173	205	0	0	81	8	842	407	549	213	417	2	2	4	30
C003_158616	0	80	1	0	2	0	1	55	37	5	0	17	0	6	19	16	5	78	0	15	0	0	2	0	0	2	16	0	0	0	0	6	0	1	0	2	0	0	0	0	0	47	0	0	0	1	0	0	0	26	146	1	75	67	0	7	30	74	3	1	1
C003_64057	0	36	1	0	422	2	0	73	0	187	669	35	1	0	163	0	33	20	497	725	1	146	52	0	0	0	286	1	60	4	0	0	332	318	775	269	0	495	3	0	0	0	909	0	508	0	1	0	0	0	0	0	442	0	0	0	0	0	0	1254	1
C011_96736	0	54	1	1	25	1	0	45	59	5	0	73	18	141	28	203	12	81	10	4	114	46	31	51	52	20	7	10	1	0	2	12	10	4	1	2	0	0	0	1	65	76	2	0	164	1	43	56	91	1123	205	119	65	82	2	16	48	35	41	33	59
C003_377165	0	166	0	0	11	0	2	0	5	0	6	13	21	66	35	89	23	50	1	2	0	111	1	224	45	0	2	18	1	0	38	36	0	0	0	2	12	0	0	19	13	0	0	2	0	88	0	4	364	13	31	11	192	11	0	0	4	8	7	116	682
C003_11963	0	82	0	0	9	0	3	50	0	1	28	28	53	76	34	25	2	68	0	0	53	258	16	49	19	8	0	18	1	0	71	29	0	15	7	5	0	8	1	8	11	8	1	6	38	0	13	92	106	178	43	30	92	4	1	5	6	3	44	10	261
K108_28404	0	73	96	104	106	0	104	1	21	153	6	151	0	0	93	81	467	55	101	16	48	0	36	81	127	0	15	0	14	0	0	21	6	2	14	16	63	16	0	0	9	70	17	8	0	14	9	151	1	14	34	0	105	94	0	3	103	0	69	17	160
K304_85867	0	58	47	15	9	2	0	98	351	0	33	28	4	55	2	44	1	28	0	0	76	340	143	20	1	0	4	339	0	18	98	49	244	0	0	5	74	10	1	0	634	6	0	7	0	32	16	71	259	45	13	255	0	18	21	16	35	67	319	78	352
C003_374093	0	120	0	0	0	9	53	0	0	0	47	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	1	51	53	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S220_6416	0	2	2	2	2	1	5	0	1	2	4	0	10	0	1	1	1	3	5	0	0	0	0	1	0	0	0	4	0	0	12	2	3	0	3	0	6	3	1	22	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	3	1	3	0	0
C003_388760	0	18	0	0	39	0	0	59	1	2	0	9	0	6	18	32	2	6	0	0	1	28	9	0	1	0	0	165	7	14	0	19	29	1	0	0	2	0	0	0	1	0	0	0	1	1	5	1	0	0	5	0	0	4	0	1	9	41	8	6	0
C007_310483	0	2	134	157	14	35	36	89	1	9	0	0	0	1	0	222	33	186	14	151	0	0	16	0	2	440	92	2	149	9	31	3	29	0	15	43	3	0	0	4	0	4	0	6	124	19	47	27	25	2	49	92	3	16	136	37	37	48	12	27	5
C003_100493	0	9	0	0	0	0	13	6	0	2	4	25	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	57	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0
C021_25617	0	70	0	0	0	0	0	136	0	0	0	0	0	0	100	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C011_237185	0	9	0	0	8	0	1	10	7	14	4	12	0	0	14	17	0	0	60	82	0	0	0	0	0	0	30	0	26	0	0	16	0	0	0	0	0	0	0	0	0	0	0	19	0	47	0	0	0	0	15	11	0	17	0	0	22	0	0	0	0
C003_13432	0	41	46	6	1481	2	15	151	5	1	0	140	0	158	1	123	6	34	0	1	0	26	71	2	240	56	16	1	1	170	2	16	0	0	0	142	0	5	0	0	0	51	1	52	20	0	19	29	0	0	327	162	3	35	5	7	43	13	18	92	34
C018_79568	0	33	0	0	0	0	153	131	69	0	0	48	0	141	10	242	93	1	0	0	0	0	72	1	0	0	0	0	0	0	266	0	38	0	1	0	0	0	0	0	0	0	0	254	0	129	0	0	0	76	0	0	0	0	5	0	0	0	0	1	37
C010_115466	0	33	0	121	34	0	24	83	3	135	419	77	3	0	239	237	216	213	221	42	0	20	46	9	1	2	126	271	129	1	8	68	46	83	39	15	163	301	9	0	0	6	132	32	0	0	0	1	1	49	14	0	66	77	0	0	0	0	0	26	3
C003_78018	0	70	63	0	61	0	0	106	18	0	146	0	0	0	0	0	0	0	73	0	1	9	48	1	1	0	18	91	0	142	0	0	0	0	34	0	0	169	0	0	0	3	0	40	0	0	0	0	0	28	0	0	146	17	0	0	0	0	0	1	0
C011_115429	0	23	0	0	47	0	0	31	25	0	4	0	0	0	93	16	0	0	0	97	0	0	0	37	0	0	17	0	0	35	0	0	0	0	19	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	4	27	33	0	0	0	0	0	0	0
C003_328181	0	16	0	0	0	0	35	0	0	1	0	0	0	0	16	19	13	16	4	0	0	16	5	0	19	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	21	0
C018_44088	0	34	3	3	4	23	68	19	42	1	28	50	226	96	38	62	47	4	497	4	14	55	13	0	49	18	1	251	125	54	0	25	19	0	1	0	77	10	3	57	6	1	186	60	0	6	3	0	99	10	47	0	25	3	5	15	33	77	8	11	221
C010_33966	0	93	0	624	0	0	3	0	0	25	55	112	0	0	70	62	668	1	363	0	0	0	98	1	2	0	1110	0	0	0	5	0	0	0	2	0	0	1	6	0	0	0	0	3	0	0	1	1	0	0	197	13	16	143	2	1	29	49	32	0	0
C052_79630	0	92	0	0	23	2	0	20	0	1	0	22	0	0	46	57	4	25	1	30	0	27	18	31	0	0	0	0	4	0	0	0	160	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	86	1	0	44	2	0	0	56	0	0	0
C003_166654	0	1	0	40	0	0	0	4	0	0	0	2	0	0	18	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	8	0
C007_89151	0	20	228	0	0	0	0	0	49	0	112	0	1	0	0	0	118	99	394	0	13	36	0	0	0	317	0	0	0	0	0	0	0	0	219	203	0	39	0	0	0	0	0	0	0	71	0	53	0	97	0	0	6	0	0	1	0	0	0	0	10
C021_247357	0	37	1	1	133	0	1	84	0	1	78	50	0	0	141	226	14	13	4	1	0	126	91	160	113	0	294	159	4	0	0	2	8	0	103	77	87	1	0	0	0	1	0	0	9	0	0	0	0	0	0	1	6	42	0	1	1	7	0	0	76
C003_28832	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C003_25297	0	16	0	0	3	16	4	14	12	0	3	21	0	0	11	8	19	10	11	13	0	9	26	0	0	63	17	16	0	0	0	4	2	2	75	16	2	12	0	0	0	61	4	0	0	5	1	0	0	27	7	0	31	5	0	0	1	5	0	0	0
S210_5023	0	15	25	17	2	0	0	9	6	11	11	11	1	0	20	7	20	9	0	19	0	9	18	0	0	7	0	0	2	2	0	14	0	1	0	12	4	1	87	0	0	11	0	1	13	0	6	8	0	7	35	0	3	20	0	0	10	10	6	0	0
S030_24407	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
C010_131764	0	26	28	12	34	27	0	43	37	4	2	101	258	157	65	11	47	40	12	15	14	77	7	0	40	175	2	219	15	49	29	50	66	96	34	5	219	3	22	1	13	7	9	5	38	10	12	385	422	4	43	2	48	19	10	335	52	154	396	8	57
C003_56388	0	40	13	7	162	94	20	17	3	21	98	14	12	0	32	39	53	14	18	6	5	37	11	15	7	8	4	72	65	18	33	0	152	56	13	2	13	28	14	0	0	1	40	28	0	4	0	42	0	5	5	2	25	2	1	4	18	12	27	6	62
K304_80389	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S050_23242	0	26	0	0	68	0	0	18	0	0	35	0	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	99	82	0	0	0	581	0	0	0	2	0	0	0	0	0	14	0	0	0	0	0	10	0	0	115	0	0	0	31	7	32	0	0
K106_37710	0	6	0	0	0	0	0	0	0	48	3	0	0	0	5	27	6	41	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
C042_402811	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C003_28782	0	50	0	65	23	2	40	150	97	197	365	17	112	52	246	170	87	147	3	280	684	51	235	569	326	489	22	308	57	52	683	50	0	2	80	55	106	70	166	11	51	0	149	12	911	382	145	346	387	0	402	68	38	52	20	109	39	76	125	3	1
C021_134313	0	8	5	0	3	0	0	10	2	0	0	1	0	0	2	2	0	16	0	2	0	0	8	0	0	0	5	20	0	0	0	2	1	0	7	27	0	0	1	0	0	0	0	0	6	0	5	1	0	11	21	6	0	7	1	0	0	0	4	35	0
S010_96182	0	7	0	4	0	0	0	4	0	2	7	1	0	0	2	1	0	0	0	0	0	1	1	0	0	0	22	1	3	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y15_14555	0	11	1	0	0	0	0	6	0	0	1	43	0	42	0	13	0	1	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	8	0	110	0	0	48	0	36	123	3	6	0	1	5	6	12	0	0
C003_104146	0	22	1	1	0	2	0	25	0	0	2	31	0	103	16	42	6	4	0	0	37	18	11	0	10	1	1	83	0	0	6	2	11	0	5	1	0	0	0	0	0	4	6	3	1	1	2	8	80	21	5	4	55	4	1	1	14	1	21	0	52
K306_91466	0	1	0	0	1	0	0	0	0	2	5	2	0	0	3	3	11	0	0	0	0	0	2	1	1	0	3	3	1	0	0	0	2	0	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
C003_131969	0	40	2	0	0	98	1	0	47	372	0	78	50	79	197	0	39	0	0	86	0	0	3	24	326	0	0	0	51	0	0	5	0	0	4	2	0	0	4	0	0	150	0	629	0	1	0	0	0	26	23	0	0	1	0	0	86	7	0	0	4
C007_214510	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	0	1	1	0	0	0	1	2	0	0	0	0	1	1	0	6	1	0	0	1	1	0	5	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	4	0
