#OTU ID	C002	C003	C007	C010	C011	C012	C018	C021	C024	C042	C048	C052	C054	K100	K105	K106	K108	K113	K119	K124	K125	K301	K304	K306	K309	K316	S010	S020	S030	S050	S080	S100	S110	S120	S130	S150	S180	S200	S210	S220	S240	S260	S280	S290	S320	S330	Y1	Y10	Y11	Y12	Y13	Y14	Y15	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9
K119_38640	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S010_39263	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
S130_22771	0	0	5	1	0	0	5	0	0	0	6	1	0	0	0	0	6	5	3	3	0	0	0	4	0	1	3	3	1	0	0	0	1	0	310	9	0	0	0	0	2	5	0	0	0	0	0	0	0	2	0	1	1	2	1	0	0	0	0	0	0
C007_58819	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
S220_12339	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	2	10	0	0	1	0	14	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K306_34463	0	0	2	12	0	1	0	3	11	0	0	2	0	0	0	0	0	0	0	2	3	0	0	22	1	0	0	0	0	2	0	5	0	0	0	2	2	0	46	0	3	0	0	0	1	3	1	2	2	4	2	5	0	1	0	0	0	1	0	0	0
K306_79181	0	0	4	5	0	10	0	5	5	3	0	1	3	1	1	9	0	1	0	1	7	1	1	13	3	1	0	3	0	0	0	6	0	0	4	12	4	0	24	0	7	1	0	0	0	10	2	7	2	2	0	1	0	0	9	0	0	1	1	1	0
S120_8220	0	0	3	0	0	0	0	0	59	27	0	0	0	0	0	1	0	0	0	0	0	0	0	108	0	0	0	0	0	95	0	0	0	1107	0	0	0	0	0	1	9	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	0	0	2	0	1
C007_146212	0	0	9	0	0	0	2	2	3	0	11	1	1	0	0	1	9	0	8	7	0	0	0	0	0	0	4	0	1	0	12	2	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0
C012_56514	0	0	1	0	0	54	0	0	0	0	5	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	1	0	3	17	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
C007_132015	0	0	7	0	2	1	0	0	2	1	2	1	0	1	0	1	2	3	4	0	1	1	1	2	3	3	0	0	1	0	0	0	0	0	0	15	0	0	3	1	0	0	0	0	0	11	3	1	0	1	0	0	2	0	0	1	5	1	0	6	3
K125_39175	0	0	1	7	3	0	12	0	0	42	10	0	6	1	0	0	1	0	13	2	417	0	0	4	2	83	0	0	5	9	120	6	0	281	1	0	186	4	13	1	4	0	21	1	0	4	0	0	0	48	0	0	0	0	85	1	0	0	0	0	1
C048_47899	0	0	2	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
C007_349138	0	0	3	0	0	2	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	2	0	15	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
S320_225648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_21522	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S120_175828	0	0	1	0	3	0	0	1	0	0	0	0	1	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	14	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
K124_147618	0	0	1	0	0	0	0	3	10	0	0	0	0	0	0	0	0	1	0	6	1	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	5	0	52	0	2	0	0	0	0	6	12	4	1	2	1	2	2	0	4	1	0	3	0	0	4
C042_343839	0	0	1	0	0	1	0	0	0	17	23	0	3	0	1	0	9	4	5	0	0	0	0	0	0	0	0	0	27	0	3	2	16	17	0	0	0	6	0	37	0	0	16	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C010_126488	0	0	4	23	29	9	0	0	0	0	2	0	0	0	0	0	2	5	3	9	0	4	2	0	22	0	1	0	7	0	15	0	21	1	3	11	2	0	0	14	8	0	3	0	0	3	0	11	0	9	1	0	47	6	0	1	18	0	0	8	6
C010_217946	0	0	1	255	11	122	0	56	2	0	51	0	1	0	7	24	71	35	96	3	0	3	24	0	0	0	0	0	227	0	4	36	109	0	11	58	0	0	13	8	0	0	0	50	0	0	6	17	23	0	38	13	2	1	54	5	7	0	1	2	9
S280_48457	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K119_45488	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C024_89042	0	0	1	5	0	0	0	36	16	0	0	200	0	1	2	407	1	3	7	15	0	0	142	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	535	304	0	0	1	0	0	1	0	9	0	16	3	0	15	1	5	55	6
Y12_70081	0	0	3	0	0	0	1	0	1	0	2	0	0	0	0	0	4	0	1	4	0	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	2	0	1	0	0	0	1	0	0	0	5	0
S130_21425	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S130_10320	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	15	0	4	0	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S150_42955	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
S210_6389	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1	3	0	2	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_24104	0	0	1	122	0	0	0	1	0	4	1	0	0	0	2	1	1	4	5	2	0	0	0	0	0	0	4	4	3	0	0	3	0	1	4	7	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0
C007_55031	0	0	1	20	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
C011_45403	0	0	0	170	66	0	4	3	40	1	10	404	1	1	413	50	1	1	115	22	0	2	638	0	0	1	70	1	0	0	0	0	0	0	1	0	0	1	0	1	0	80	0	2	0	0	1	0	0	0	1279	239	667	208	1	1	0	459	0	4	2
C010_216345	0	0	0	72	0	0	0	0	212	101	0	0	0	9	0	0	0	0	1	0	0	0	0	56	7	0	0	132	0	64	0	23	1	0	9	0	0	0	0	0	12	9	0	3	4	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0
C010_39260	0	0	0	161	3	0	0	10	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_121956	0	0	0	60	0	60	0	1	0	0	0	0	247	119	0	1	257	309	0	0	1	438	1	1	1	0	162	301	0	404	248	249	0	0	23	0	256	139	1	59	0	0	237	0	172	188	0	0	238	0	226	0	736	0	1	7	218	173	0	298	314
S200_9273	0	0	0	14	1	4	0	2	0	0	2	0	0	0	0	1	1	4	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	6	4	1	0	0	4	0	0	2	0	4	2	0	0	2	0	0	4	0	6	0	3	0	0	3	0
C010_37000	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_29747	0	0	0	24	6	1	62	1	0	5	3	0	0	0	15	4	5	0	2	5	0	1	6	0	0	0	29	24	6	3	8	28	0	28	0	0	2	1	1	8	1	0	16	0	0	0	0	0	0	0	52	0	5	3	0	0	0	0	0	3	0
C010_897	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_62926	0	0	0	14	0	0	0	0	0	53	0	0	0	0	0	18	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	17	0
C052_209475	0	0	0	20	33	0	0	4	61	0	0	29	0	0	9	25	0	0	2	53	0	0	81	1	311	0	15	61	10	0	0	0	0	0	3	0	0	29	0	0	0	60	0	262	0	243	0	219	0	72	166	20	67	4	11	9	4	19	0	0	0
C010_204966	0	0	0	66	56	0	0	0	0	0	0	0	0	0	0	28	3	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0
C010_31038	0	0	0	60	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C021_473304	0	0	0	19	0	0	0	35	0	25	0	0	0	0	28	83	176	2	6	0	0	48	167	0	0	0	53	138	1	0	0	59	0	8	3	32	0	13	0	0	0	7	0	0	0	0	7	23	0	0	4	2	0	52	2	0	0	0	0	7	0
K306_87808	0	0	0	25	0	0	0	0	155	1	0	0	0	0	0	0	0	0	0	0	0	0	0	151	1	0	1	55	0	2	1	0	0	0	0	0	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_140741	0	0	0	14	0	0	8	0	1	3	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	1	0	4	0	0	2	0	0	0	5	9	0	0	0	5	1	0	0	0	0	0	0	0	0	5	2	0	1	4	2	0	7	1	2	0	3
S130_21793	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
S200_5793	0	0	0	6	4	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	71	0	42	0	0	133	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0
S130_13218	0	0	0	1	0	3	0	0	1	2	8	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	115	5	0	0	0	0	0	22	0	0	0	0	0	8	0	0	0	0	0	0	76	0	0	0	0	0	1
C010_72405	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C010_169138	0	0	0	16	12	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0
C010_37496	0	0	0	11	113	0	1	0	0	0	0	0	0	0	68	0	5	254	9	0	0	0	82	0	1	0	0	95	0	0	0	0	0	0	0	52	0	0	1	215	199	0	0	0	0	0	244	0	0	0	0	98	0	674	0	93	0	321	39	0	0
C010_138672	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C042_182841	0	0	0	6	0	0	0	0	0	3	0	0	0	0	3	10	0	37	1	0	0	1	5	0	0	0	0	19	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S050_7182	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	1	7	1	15	0	12	1	0	1	2	27	0	2	11	0	0	1	0	26	31	0	0	6	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0
Y2_33711	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	2	0	0	0	0	0
S210_23666	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	53	8	0	0	0	0	0	9	0	1	6	0	1	2	0	0	0	0
C024_204665	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
Y15_757	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
K105_68425	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	70	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0
C021_519755	0	0	0	1	1	0	0	69	0	0	0	1	0	1	65	0	0	0	0	0	0	30	33	54	0	0	1	75	16	0	38	30	0	0	0	59	0	1	1	1	0	0	0	0	74	0	0	0	0	32	1	30	0	17	0	0	0	0	0	0	7
S200_11586	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K119_162144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C024_152748	0	0	0	1	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_217591	0	0	0	2	21	0	1	0	0	0	137	0	8	0	0	5	0	0	10	0	11	4	1	3	0	0	1	0	3	6	0	0	0	12	0	0	4	0	0	23	0	0	2	0	0	1	0	0	17	5	0	0	3	0	0	0	0	0	0	0	0
C042_35846	0	0	0	1	0	0	0	1	0	749	355	0	156	0	0	0	86	0	1	1	0	1	1	0	0	0	1	0	288	0	0	0	6	0	4	0	0	1	0	3382	0	0	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C042_342575	0	0	0	1	0	0	0	0	0	281	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C012_16001	0	0	0	1	0	26	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
K108_17091	0	0	0	2	31	0	0	1	0	0	4	1	0	0	1	0	12	24	8	0	0	3	0	0	0	0	2	0	8	11	0	1	5	0	0	0	6	2	0	0	0	0	0	9	2	0	11	0	0	0	2	0	0	5	4	0	0	0	0	0	0
K113_25871	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S130_20261	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
C048_73565	0	0	0	2	0	0	0	12	6	5	22	26	0	19	46	0	0	0	0	0	33	54	13	0	0	0	0	109	0	62	6	3	10	1	0	0	0	6	0	0	43	109	18	0	2	0	11	1	0	0	0	0	14	10	0	1	0	5	39	50	0
C010_131517	0	0	0	1	1	1	1	35	1	0	0	1	0	0	1	504	456	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100_116956	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_4056	0	0	0	0	95	0	1	24	0	39	39	1	0	260	19	2	0	1	3	31	1	0	1	764	871	26	0	0	0	1	1	87	0	0	48	1	1	0	10	201	0	3	0	5	14	349	233	258	1	248	9	5	16	267	0	179	25	131	42	56	9
K301_179903	0	0	0	0	119	1	0	833	1	0	0	0	1	0	25	0	0	1	0	0	0	1882	346	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	78	0	0	0	0	2	0	0	0	0	1	2	2701	4	3	1	0	0	0	5
Y9_13182	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254
C011_70766	0	0	0	0	184	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C024_175677	0	0	0	0	214	1	0	0	340	0	0	127	0	0	0	204	0	0	0	116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C011_264520	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	139	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C021_130261	0	0	0	0	11	9	0	7	0	198	1	30	0	0	1	0	0	0	0	57	0	0	2	0	0	0	0	0	67	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0
S030_41002	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_64338	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_172429	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C021_240789	0	0	0	0	6	0	0	31	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
K106_95725	0	0	0	0	11	1	0	2	0	0	0	0	0	0	0	3	0	0	7	0	0	0	42	0	0	0	6	0	60	0	0	4	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	6	0	0	0	0	0	1	0
C011_154763	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	12	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_54994	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_51337	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C011_191636	0	0	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C052_183822	0	0	0	0	4	0	0	11	0	1	8	5	0	0	6	8	2	14	3	10	0	6	3	0	2	0	27	13	60	1	40	11	18	4	0	0	3	11	1	0	0	0	0	1	0	0	0	3	0	4	0	0	57	1	0	0	0	0	0	10	0
C048_86438	0	0	0	0	2	0	0	1	1	8	119	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	49	0	0	3	0	0	4	0	0	0	0	10	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S200_29715	0	0	0	0	5	3	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	1	1	3	0	0	0	0	27	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
C011_41674	0	0	0	0	12	0	0	3	0	5	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	30	0	61	0	0	0	0	0	0	0	0	0	9	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C021_144886	0	0	0	0	4	0	0	48	0	2	0	0	0	0	0	0	0	0	0	1	0	195	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
S210_4615	0	0	0	0	2	35	0	1	2	0	0	0	0	0	1	0	1	2	2	4	1	3	0	5	2	1	1	0	0	0	0	0	0	0	0	3	3	0	33	0	0	0	0	0	0	6	0	3	0	1	0	3	1	0	1	0	1	0	1	4	2
K301_85841	0	0	0	0	2	0	0	5	0	0	0	2	0	0	10	9	0	1	0	0	1	5	1	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
S220_105306	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	69	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C042_331334	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	159	32	0	1	297	0	0	0	1	8	12	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
C021_392705	0	0	0	0	4	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
C011_107715	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	1	3	0	0	0	0	18	1	0	1	6	1	0	1	4	0	1	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S220_95957	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C042_176306	0	0	0	0	1	1	1	0	0	1	3	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	3	1	1	0	2	0	0	2	1	0	4	1	0	3	0	0	3	0	1	0	0	0	0	3	1	0	0	0	2	0	0	1
S200_32082	0	0	0	0	1	0	0	4	0	0	1	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	32	13	0	14	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	1	0	1	20	0	1
C011_84636	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_222782	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	14	15	0	0	0	0	30	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	19	0
S180_648	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
